timestamp_utc,elapsed_sec,private_bytes,managed_heap_bytes,gen0,gen1,gen2,total_points_delivered,route_event_log_live,route_event_log_dropped,bp_event_log_live,bp_event_log_dropped,sink_event_log_live,sink_event_log_dropped
2026-04-09T07:10:29.5331343Z,8640.0,24297472,1732136,9498,1594,80,14637100,2,0,0,0,0,0
2026-04-09T07:11:29.5371930Z,8700.0,24375296,4983992,9533,1597,80,14692300,2,0,0,0,0,0
2026-04-09T07:12:29.5356843Z,8760.0,24371200,3976224,9570,1603,81,14748900,2,0,0,0,0,0
2026-04-09T07:13:29.5277139Z,8820.0,24244224,2733856,9607,1609,81,14805500,2,0,0,0,0,0
2026-04-09T07:14:29.5273080Z,8880.0,24309760,4777904,9643,1615,81,14861900,2,0,0,0,0,0
2026-04-09T07:15:29.5341696Z,8940.0,24322048,3203760,9680,1620,82,14918400,2,0,0,0,0,0
2026-04-09T07:16:29.5315143Z,9000.0,24195072,2512344,9717,1624,82,14975100,2,0,0,0,0,0
2026-04-09T07:17:29.5334754Z,9060.0,24231936,5281296,9753,1630,82,15031700,2,0,0,0,0,0
2026-04-09T07:18:29.5357495Z,9120.0,24190976,3444208,9790,1635,83,15088000,2,0,0,0,0,0
2026-04-09T07:19:29.5400294Z,9180.0,24244224,3791928,9827,1641,83,15145200,2,0,0,0,0,0
2026-04-09T07:20:29.5390905Z,9240.0,24240128,3499912,9864,1644,83,15202100,2,0,0,0,0,0
2026-04-09T07:21:29.5352901Z,9300.0,24293376,3628832,9901,1647,84,15259200,2,0,0,0,0,0
2026-04-09T07:22:29.5392788Z,9360.0,24231936,3799144,9938,1651,84,15316400,2,0,0,0,0,0
2026-04-09T07:23:29.5373352Z,9420.0,24244224,4541600,9975,1658,85,15373700,2,0,0,0,0,0
2026-04-09T07:24:29.5333706Z,9480.0,24322048,5110152,10011,1662,85,15429400,2,0,0,0,0,0
2026-04-09T07:25:29.5324897Z,9540.0,24334336,4904136,10047,1668,85,15484900,2,0,0,0,0,0
2026-04-09T07:26:29.5317346Z,9600.0,24346624,5216024,10084,1676,86,15542100,2,0,0,0,0,0
2026-04-09T07:27:29.5354822Z,9660.0,24301568,4922552,10121,1680,86,15599000,2,0,0,0,0,0
2026-04-09T07:28:29.5333744Z,9720.0,24309760,4991120,10158,1686,86,15656100,2,0,0,0,0,0
2026-04-09T07:29:29.5307119Z,9780.0,24215552,5734248,10195,1691,87,15713500,2,0,0,0,0,0
2026-04-09T07:30:29.5344404Z,9840.0,24268800,2237096,10233,1696,87,15770700,2,0,0,0,0,0
2026-04-09T07:31:29.5314200Z,9900.0,24199168,3064536,10270,1702,87,15828100,2,0,0,0,0,0
2026-04-09T07:32:29.5298004Z,9960.0,24236032,2597408,10307,1708,88,15885100,2,0,0,0,0,0
2026-04-09T07:33:29.5368477Z,10020.0,24248320,2939544,10344,1712,88,15942200,2,0,0,0,0,0
2026-04-09T07:34:29.5289906Z,10080.0,24174592,2716200,10381,1718,89,15999100,2,0,0,0,0,0
2026-04-09T07:35:29.5280061Z,10140.0,24248320,3200040,10418,1722,89,16056200,2,0,0,0,0,0
2026-04-09T07:36:29.5303350Z,10200.0,24268800,3880232,10455,1728,89,16113600,2,0,0,0,0,0
2026-04-09T07:37:29.5301811Z,10260.0,24227840,3642336,10492,1732,90,16170500,2,0,0,0,0,0
2026-04-09T07:38:29.5273080Z,10320.0,24195072,4893904,10529,1738,90,16227900,2,0,0,0,0,0
2026-04-09T07:39:29.5273080Z,10380.0,24293376,5087104,10566,1744,90,16285000,2,0,0,0,0,0
2026-04-09T07:40:29.5380852Z,10440.0,24203264,5308920,10603,1749,91,16342100,2,0,0,0,0,0
2026-04-09T07:41:29.5359849Z,10500.0,24276992,3652936,10639,1753,91,16397100,2,0,0,0,0,0
2026-04-09T07:42:29.5325364Z,10560.0,24244224,2766616,10675,1759,91,16452300,2,0,0,0,0,0
2026-04-09T07:43:29.5377803Z,10620.0,24252416,1919928,10711,1764,92,16507400,2,0,0,0,0,0
2026-04-09T07:44:29.5383291Z,10680.0,24207360,4549144,10746,1771,92,16562400,2,0,0,0,0,0
2026-04-09T07:45:29.5312869Z,10740.0,24297472,3786776,10782,1775,92,16617600,2,0,0,0,0,0
2026-04-09T07:46:29.5358763Z,10800.0,24297472,2727872,10818,1782,93,16672700,2,0,0,0,0,0
2026-04-09T07:47:29.5332590Z,10860.0,24231936,5545608,10853,1786,93,16727700,2,0,0,0,0,0
2026-04-09T07:48:29.5325164Z,10920.0,24256512,4287008,10889,1792,94,16782800,2,0,0,0,0,0
2026-04-09T07:49:29.5342788Z,10980.0,24293376,3052960,10925,1798,94,16837900,2,0,0,0,0,0
2026-04-09T07:50:29.5285551Z,11040.0,24182784,5919024,10960,1802,94,16892900,2,0,0,0,0,0
2026-04-09T07:51:29.5389788Z,11100.0,24322048,5036112,10996,1809,95,16948000,2,0,0,0,0,0
2026-04-09T07:52:29.5350126Z,11160.0,24313856,3827712,11032,1814,95,17003100,2,0,0,0,0,0
2026-04-09T07:53:29.5387492Z,11220.0,24129536,2459384,11068,1820,95,17058200,2,0,0,0,0,0
2026-04-09T07:54:29.5387469Z,11280.0,24313856,5658216,11103,1826,96,17113300,2,0,0,0,0,0
2026-04-09T07:55:29.5354037Z,11340.0,24264704,4352976,11139,1832,96,17168300,2,0,0,0,0,0
2026-04-09T07:56:29.5391557Z,11400.0,24231936,3203368,11175,1838,96,17223400,2,0,0,0,0,0
2026-04-09T07:57:29.5290174Z,11460.0,24272896,1890560,11211,1843,97,17278500,2,0,0,0,0,0
2026-04-09T07:58:29.5377117Z,11520.0,24207360,5608456,11246,1848,97,17333700,2,0,0,0,0,0
2026-04-09T07:59:29.5387397Z,11580.0,24223744,4406864,11281,1856,97,17389200,2,0,0,0,0,0
2026-04-09T08:00:29.5417601Z,11640.0,24276992,3169528,11317,1861,98,17444200,2,0,0,0,0,0
2026-04-09T08:01:29.5294315Z,11700.0,24240128,2152920,11353,1866,98,17499300,2,0,0,0,0,0
2026-04-09T08:02:29.5399978Z,11760.0,24281088,1933000,11389,1869,98,17554700,2,0,0,0,0,0
2026-04-09T08:03:29.5288655Z,11820.0,24334336,5757264,11425,1873,99,17611600,2,0,0,0,0,0
2026-04-09T08:04:29.5389631Z,11880.0,24231936,5514872,11462,1878,99,17668600,2,0,0,0,0,0
2026-04-09T08:05:29.5304075Z,11940.0,24317952,2487688,11499,1882,100,17724600,2,0,0,0,0,0
2026-04-09T08:06:29.5290071Z,12000.0,24281088,5426584,11534,1887,100,17779600,2,0,0,0,0,0
2026-04-09T08:07:29.5387246Z,12060.0,24330240,4059864,11570,1893,100,17834600,2,0,0,0,0,0
2026-04-09T08:08:29.5355496Z,12120.0,24264704,3050456,11606,1897,101,17889700,2,0,0,0,0,0
2026-04-09T08:09:29.5276589Z,12180.0,24281088,5511128,11641,1902,101,17944700,2,0,0,0,0,0
2026-04-09T08:10:29.5300387Z,12240.0,24199168,4412808,11677,1908,101,17999700,2,0,0,0,0,0
2026-04-09T08:11:29.5301464Z,12300.0,24186880,3009056,11713,1912,102,18054700,2,0,0,0,0,0
2026-04-09T08:12:29.5317112Z,12360.0,24227840,1739248,11749,1918,102,18109800,2,0,0,0,0,0
2026-04-09T08:13:29.5350863Z,12420.0,24199168,4980856,11784,1921,102,18164900,2,0,0,0,0,0
2026-04-09T08:14:29.5301868Z,12480.0,24236032,3720984,11820,1927,103,18220000,2,0,0,0,0,0
2026-04-09T08:15:29.5364391Z,12540.0,24174592,2121832,11856,1933,103,18275000,2,0,0,0,0,0
2026-04-09T08:16:29.5324815Z,12600.0,24293376,5208392,11891,1937,103,18330100,2,0,0,0,0,0
2026-04-09T08:17:29.5319982Z,12660.0,24317952,4238048,11927,1945,104,18385300,2,0,0,0,0,0
2026-04-09T08:18:29.5364369Z,12720.0,24338432,2781304,11963,1948,104,18440200,2,0,0,0,0,0
2026-04-09T08:19:29.5353887Z,12780.0,24223744,5483472,11998,1954,104,18495300,2,0,0,0,0,0
2026-04-09T08:20:29.5363112Z,12840.0,24268800,4011384,12034,1958,105,18550200,2,0,0,0,0,0
2026-04-09T08:21:29.5321530Z,12900.0,24231936,2726664,12070,1964,105,18605300,2,0,0,0,0,0
2026-04-09T08:22:29.5293615Z,12960.0,24264704,5815872,12105,1968,105,18660400,2,0,0,0,0,0
2026-04-09T08:23:29.5338646Z,13020.0,24231936,4786184,12141,1972,106,18715500,2,0,0,0,0,0
2026-04-09T08:24:29.5305049Z,13080.0,24248320,3839960,12177,1977,106,18770600,2,0,0,0,0,0
2026-04-09T08:25:29.5330363Z,13140.0,24317952,2265304,12213,1984,107,18825600,2,0,0,0,0,0
2026-04-09T08:26:29.5380920Z,13200.0,24207360,5645152,12248,1989,107,18880700,2,0,0,0,0,0
2026-04-09T08:27:29.5361138Z,13260.0,24268800,4668920,12284,1995,107,18935800,2,0,0,0,0,0
2026-04-09T08:28:29.5285879Z,13320.0,24281088,3470456,12321,2000,108,18992400,2,0,0,0,0,0
2026-04-09T08:29:29.5312633Z,13380.0,24309760,2973952,12358,2007,108,19049300,2,0,0,0,0,0
2026-04-09T08:30:29.5365426Z,13440.0,24272896,2848248,12395,2013,108,19106300,2,0,0,0,0,0
2026-04-09T08:31:29.5368583Z,13500.0,24264704,2444768,12432,2019,109,19163100,2,0,0,0,0,0
2026-04-09T08:32:29.5354924Z,13560.0,24281088,1672024,12469,2023,109,19219900,2,0,0,0,0,0
2026-04-09T08:33:29.5273080Z,13620.0,24264704,5351400,12505,2026,109,19276700,2,0,0,0,0,0
2026-04-09T08:34:29.5286822Z,13680.0,24064000,4935928,12542,2031,110,19333600,2,0,0,0,0,0
2026-04-09T08:35:29.5340950Z,13740.0,24367104,3440392,12579,2038,110,19390000,2,0,0,0,0,0
2026-04-09T08:36:29.5376233Z,13800.0,24367104,2075656,12616,2042,110,19446500,2,0,0,0,0,0
2026-04-09T08:37:29.5354103Z,13860.0,24297472,4909712,12652,2046,111,19503100,2,0,0,0,0,0
2026-04-09T08:38:29.5310047Z,13920.0,24301568,3964600,12689,2051,111,19559800,2,0,0,0,0,0
2026-04-09T08:40:20.2632863Z,14030.7,24330240,4148464,12725,2055,112,19615400,2,0,0,0,0,0
2026-04-09T08:40:29.5333842Z,14040.0,24313856,2690968,12731,2055,112,19624100,2,0,0,0,0,0
2026-04-09T08:41:29.5306278Z,14100.0,24207360,4554264,12767,2061,112,19680400,2,0,0,0,0,0
2026-04-09T08:42:29.5341334Z,14160.0,24236032,3251664,12804,2067,112,19737000,2,0,0,0,0,0
2026-04-09T08:44:51.9353485Z,14302.4,24354816,3501224,12840,2073,113,19792600,2,0,0,0,0,0
2026-04-09T08:44:52.0299292Z,14302.5,24354816,3772488,12840,2073,113,19792700,2,0,0,0,0,0
2026-04-09T08:45:29.5347730Z,14340.0,24211456,3521960,12863,2076,113,19828000,2,0,0,0,0,0
